rn	reflex	gloss	gfn	srcabbr	lgid	language	srcid
538192	le'rke	work	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0813
538191	ʂkət'me	steal	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0807
538190	tumdeno'nɟər	shoot (a gun)	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0794
538189	ȵək̚'me	hunt	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0792
538188	'tsʰope	village		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0786
538187	atə'mi	wife		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0769
538186	atə'rme	husband		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0766
538185	a'lu	sister		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0758
538184	mȵaŋ'ʂəŋ	brother, siblings		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0756
538183	ʒə'mu	daughter		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0754
538182	ʒə'lə	son		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0752
538181	a'ma	mother		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0738
538179	lu'ȵoŋ	young		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0731
538180	a'pʰa	father		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0736
538178	ʒa'ʒi	child		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0717
538177	tə'mi	woman, female		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0713
538175	kə'mbju	person, man in general		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0708
538176	tə'rme	man, male		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0710
538174	mda'xʒə	arrow		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0703
538173	mdoŋ	spear		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0697
538171	na'xtap	chase	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0693
538172	za'tɽə	sword		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0695
538170	na'pʰa	run away	vi	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0691
538169	na'xduxdu	fight	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0683
538168	ranənə'ki	fight	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0682
538167	ɬa	god		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0678
538166	nə'sə	die	vi	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0673
538165	na'rket	kill	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0671
538164	smanbenə'ptsər	cure	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0664
538163	kara'βrok̚	scratch	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0660
538162	'kandzandzaki	feel itchy	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0658
538161	'mŋam'ki	be painful, feel pain	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0656
538160	'təxmi	wound		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0654
538159	rə'mŋam	illness		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0645
538158	mga'ki	get tired	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0641
538157	kə'mtɽa	thin		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0639
538156	kə'tsʰu	fat		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0637
538155	ɣon'bo	alive	be v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0635
538154	'teɣti	grow up	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0633
538153	ta'rcer	be born	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0631
538152	'tadəɣi	stick of wood		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0623
538151	'təmdɽə	rope		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0614
538150	'nəptɕʰər	wipe	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0594
538149	ȵa'mnom	dust		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0592
538148	zatɽəwu'xʃe	cutting edge		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0564
538147	za'tɽə	knife		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0561
538146	paɫ'me	pot		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0538
538145	ta'mdo	live	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0518
538144	te'ptɽi	open	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0516
538143	te◦'rot	stand up, rise	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0504
538142	naraɫ'mi	dream	n	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0499
538141	nə'rgə	sleep	vi	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0494
538140	ta◦'mdzo	sit, stay	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0485
538139	te'luki	burn	vi	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0475
538138	səmə'tssərgə	extinguish	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0471
538137	tʰa'la	ashes		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0460
538136	ta'kə	smoke		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0456
538135	sə'mə	fire		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0450
538133	rda	wall		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0440
538134	cim'kʰu	roof		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0446
538132	kom	door		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0430
538131	cim'rancʰu	build (a house)	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0425
538130	cim	house		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0414
538129	natsə'gi	rotten		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0409
538128	kə'qʰa	bitter		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0405
538127	kə'mŋar	sweet		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0401
538126	kə'mim	tasty		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0399
538125	ka'rʃak̚	feel thirsty	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0395
538124	ka'mtsʰer	get hungry	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0392
538123	'pɟəkikanmber	spit	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0390
538122	ka◦nə◦'mber	vomit	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0388
538121	ka'sor	suck	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0386
538120	ka'tʰə	drink	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0383
538119	te'ncʰe	chew	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0380
538118	ka'lak	lick	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0378
538117	ka'ndza	eat	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0376
538116	narmə'ki	ripe		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0374
538115	ka'ʂka	cook	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0360
538114	cə'ki	water		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0345
538113	ta'ɬə	milk		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0342
538112	ta'rtsi	grease		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0337
538111	tsə'ʁi	salt		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0328
538110	rgoŋ'◦ŋa	egg		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0326
538109	ka'je	seed		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0322
538108	ʃaŋ'tok̚	fruit		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0318
538107	ʃa	meat		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0306
538106	qa'βʃe	flour		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0300
538105	ka'ndza	food, food stuff		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0284
538104	na'βzi	sew	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0281
538103	ʂkət'pe	thread		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0279
538102	ta'ʁap	needle		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0277
538101	xtɕer'me	naked		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0238
538100	nə'tɕʰat	take off	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0236
538099	te'get	clothe	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0232
538098	na'ŋgi	clothing		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0223
538097	nə'xʒe	shout	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0220
538096	nə'ʃu	cry, weep	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0218
538095	nəna'ri	laugh	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0216
538094	nəsa'ŋa	listen to	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0213
538093	nə'rget	smell it	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0211
538092	nə'ru	look at	vt	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0208
538091	tə'xjək̚	strength		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0205
538090	ɣəɫ'xpe	bone		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0200
538089	ta'sa	blood		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0198
538088	tsʰə'tɽak̚	dirt		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0196
538087	rŋəɫ◦'tɕʰə	sweat		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0194
538086	tə'xmi	pus		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0192
538085	rpə	hair of skin		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0178
538084	wuler'pʰoŋbo	body		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0175
538083	ʒu'ɣə	limp	v	YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0173
538082	tə'mə	foot		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0171
538081	tə'βla	leg		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0167
538080	tə'pəʂɫŋu	knee		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0165
538079	tə'rke'pe	waist		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0133
538078	tərə'stʰot	back		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0130
538077	rte'pe	navel		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0128
538076	tə'mtsʰi	liver		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0124
538075	wu'kʰok̚pe	guts		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0118
538074	tə'ʁu	belly		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0115
538073	tə'rne	heart		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0113
538072	wuse'mu	nail		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0101
538071	wu'ndzə'ngu	finger		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0095
538070	tə'jək̚	hand		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0091
538069	təɟə'mcok̚	elbow		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0087
538068	tə'mtɽaqe	shoulder		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0082
538067	təmȵət'pe	throat		YN-RGLD	2104	rGyalrong (Aba Kehe Shuiricun)	0079
